epoch,eval_accuracy,eval_f1,eval_mse,eval_pearson,eval_precision,eval_recall,eval_spearman,lr-AdamW,step,train_loss,val_accuracy,val_f1,val_mse,val_pearson,val_precision,val_recall,val_spearman
,,,,,,,,1.9141914191419142e-07,274,,,,,,,,
0,,,,,,,,,274,0.1508227437734604,,,,,,,
,,,,,,,,1.584158415841584e-07,279,,,,,,,,
0,,,,,,,,,279,0.14312808215618134,,,,,,,
,,,,,,,,1.254125412541254e-07,284,,,,,,,,
0,,,,,,,,,284,0.09022196382284164,,,,,,,
,,,,,,,,9.24092409240924e-08,289,,,,,,,,
0,,,,,,,,,289,0.0755934864282608,,,,,,,
,,,,,,,,5.94059405940594e-08,294,,,,,,,,
0,,,,,,,,,294,0.06845785677433014,,,,,,,
,,,,,,,,2.6402640264026403e-08,299,,,,,,,,
0,,,,,,,,,299,0.05039069801568985,,,,,,,
0,,,,,,,,,302,0.09566711634397507,0.543749988079071,0.6368159055709839,0.09566711634397507,-0.0014043358387425542,0.5765765905380249,0.7111111283302307,-0.012633406557142735
1,0.5245398879051208,0.6403712034225464,0.10093403607606888,-0.06350009888410568,0.6039387583732605,0.6814814805984497,-0.0702221691608429,,303,0.10093403607606888,,,,,,,
