epoch,lr-AdamW,step,train_loss,val_accuracy,val_f1,val_loss,val_mse,val_pearson,val_precision,val_recall,val_spearman
9,,2964,0.05863881856203079,,,,,,,,
,4.899339933993399e-08,2969,,,,,,,,,
9,,2969,0.10087522864341736,,,,,,,,
,4.9075907590759075e-08,2974,,,,,,,,,
9,,2974,0.07367924600839615,,,,,,,,
,4.9158415841584155e-08,2979,,,,,,,,,
9,,2979,0.028313593938946724,,,,,,,,
,4.9240924092409236e-08,2984,,,,,,,,,
9,,2984,0.08248597383499146,,,,,,,,
,4.9323432343234323e-08,2989,,,,,,,,,
9,,2989,0.09760026633739471,,,,,,,,
,4.9405940594059404e-08,2994,,,,,,,,,
9,,2994,0.14139200747013092,,,,,,,,
,4.9488448844884485e-08,2999,,,,,,,,,
9,,2999,0.09089811891317368,,,,,,,,
,4.957095709570957e-08,3004,,,,,,,,,
9,,3004,0.10494693368673325,,,,,,,,
,4.965346534653465e-08,3009,,,,,,,,,
9,,3009,0.08761940896511078,,,,,,,,
,4.973597359735973e-08,3014,,,,,,,,,
9,,3014,0.035773422569036484,,,,,,,,
,4.9818481848184814e-08,3019,,,,,,,,,
9,,3019,0.1372116655111313,,,,,,,,
,4.99009900990099e-08,3024,,,,,,,,,
9,,3024,0.13490574061870575,,,,,,,,
,4.998349834983498e-08,3029,,,,,,,,,
9,,3029,0.07112486660480499,,,,,,,,
9,,3029,,0.543749988079071,0.6970954537391663,0.08377541601657867,0.08377541601657867,-0.04796689376235008,0.556291401386261,0.9333333373069763,0.01274963654577732
,5.006600660066006e-08,3034,,,,,,,,,
10,,3034,0.1252448558807373,,,,,,,,
,5.014851485148515e-08,3039,,,,,,,,,
10,,3039,0.11801083385944366,,,,,,,,
,5.023102310231023e-08,3044,,,,,,,,,
10,,3044,0.10184716433286667,,,,,,,,
,5.031353135313531e-08,3049,,,,,,,,,
10,,3049,0.10615330934524536,,,,,,,,
,5.03960396039604e-08,3054,,,,,,,,,
10,,3054,0.07071812450885773,,,,,,,,
,5.047854785478547e-08,3059,,,,,,,,,
10,,3059,0.0428348071873188,,,,,,,,
,5.056105610561056e-08,3064,,,,,,,,,
10,,3064,0.10260432958602905,,,,,,,,
,5.0643564356435646e-08,3069,,,,,,,,,
10,,3069,0.12533310055732727,,,,,,,,
,5.072607260726072e-08,3074,,,,,,,,,
10,,3074,0.08587420731782913,,,,,,,,
,5.080858085808581e-08,3079,,,,,,,,,
10,,3079,0.15465952455997467,,,,,,,,
,5.089108910891089e-08,3084,,,,,,,,,
10,,3084,0.07571905106306076,,,,,,,,
,5.097359735973597e-08,3089,,,,,,,,,
10,,3089,0.10739173740148544,,,,,,,,
,5.1056105610561056e-08,3094,,,,,,,,,
10,,3094,0.10604995489120483,,,,,,,,
,5.113861386138613e-08,3099,,,,,,,,,
10,,3099,0.1057991310954094,,,,,,,,
,5.122112211221122e-08,3104,,,,,,,,,
10,,3104,0.09451550245285034,,,,,,,,
,5.1303630363036305e-08,3109,,,,,,,,,
10,,3109,0.08322025835514069,,,,,,,,
,5.138613861386138e-08,3114,,,,,,,,,
10,,3114,0.09767444431781769,,,,,,,,
,5.1468646864686466e-08,3119,,,,,,,,,
10,,3119,0.11936767399311066,,,,,,,,
,5.155115511551155e-08,3124,,,,,,,,,
10,,3124,0.06564109027385712,,,,,,,,
,5.163366336633663e-08,3129,,,,,,,,,
10,,3129,0.09112803637981415,,,,,,,,
,5.1716171617161714e-08,3134,,,,,,,,,
10,,3134,0.16660794615745544,,,,,,,,
,5.1798679867986795e-08,3139,,,,,,,,,
10,,3139,0.08584878593683243,,,,,,,,
,5.1881188118811876e-08,3144,,,,,,,,,
10,,3144,0.07969687879085541,,,,,,,,
,5.196369636963696e-08,3149,,,,,,,,,
10,,3149,0.05430570989847183,,,,,,,,
,5.2046204620462044e-08,3154,,,,,,,,,
10,,3154,0.09391580522060394,,,,,,,,
,5.2128712871287124e-08,3159,,,,,,,,,
10,,3159,0.03354259207844734,,,,,,,,
,5.221122112211221e-08,3164,,,,,,,,,
10,,3164,0.04266207665205002,,,,,,,,
,5.229372937293729e-08,3169,,,,,,,,,
10,,3169,0.10445846617221832,,,,,,,,
,5.237623762376237e-08,3174,,,,,,,,,
10,,3174,0.06253233551979065,,,,,,,,
,5.245874587458746e-08,3179,,,,,,,,,
10,,3179,0.11055698990821838,,,,,,,,
,5.254125412541254e-08,3184,,,,,,,,,
10,,3184,0.07010216265916824,,,,,,,,
,5.262376237623762e-08,3189,,,,,,,,,
10,,3189,0.0816030278801918,,,,,,,,
,5.27062706270627e-08,3194,,,,,,,,,
10,,3194,0.05884189158678055,,,,,,,,
,5.278877887788779e-08,3199,,,,,,,,,
10,,3199,0.06941468268632889,,,,,,,,
,5.287128712871287e-08,3204,,,,,,,,,
10,,3204,0.06535520404577255,,,,,,,,
,5.295379537953795e-08,3209,,,,,,,,,
10,,3209,0.06651955097913742,,,,,,,,
,5.303630363036304e-08,3214,,,,,,,,,
10,,3214,0.1209629476070404,,,,,,,,
,5.311881188118812e-08,3219,,,,,,,,,
10,,3219,0.09865577518939972,,,,,,,,
,5.32013201320132e-08,3224,,,,,,,,,
10,,3224,0.062362924218177795,,,,,,,,
,5.3283828382838286e-08,3229,,,,,,,,,
10,,3229,0.09688004106283188,,,,,,,,
,5.336633663366336e-08,3234,,,,,,,,,
10,,3234,0.06029543653130531,,,,,,,,
,5.344884488448845e-08,3239,,,,,,,,,
10,,3239,0.06787890940904617,,,,,,,,
,5.353135313531353e-08,3244,,,,,,,,,
10,,3244,0.061550937592983246,,,,,,,,
,5.361386138613861e-08,3249,,,,,,,,,
10,,3249,0.10458222031593323,,,,,,,,
,5.3696369636963696e-08,3254,,,,,,,,,
10,,3254,0.038902390748262405,,,,,,,,
,5.3778877887788776e-08,3259,,,,,,,,,
10,,3259,0.11555977165699005,,,,,,,,
,5.386138613861386e-08,3264,,,,,,,,,
10,,3264,0.12196187674999237,,,,,,,,
,5.3943894389438944e-08,3269,,,,,,,,,
10,,3269,0.08958528190851212,,,,,,,,
,5.402640264026402e-08,3274,,,,,,,,,
10,,3274,0.09090990573167801,,,,,,,,
,5.4108910891089106e-08,3279,,,,,,,,,
10,,3279,0.09605671465396881,,,,,,,,
,5.419141914191419e-08,3284,,,,,,,,,
10,,3284,0.011730795726180077,,,,,,,,
,5.427392739273927e-08,3289,,,,,,,,,
10,,3289,0.03610919043421745,,,,,,,,
,5.4356435643564354e-08,3294,,,,,,,,,
10,,3294,0.1632608026266098,,,,,,,,
,5.443894389438944e-08,3299,,,,,,,,,
10,,3299,0.08535634726285934,,,,,,,,
,5.4521452145214515e-08,3304,,,,,,,,,
10,,3304,0.04835762456059456,,,,,,,,
,5.46039603960396e-08,3309,,,,,,,,,
10,,3309,0.06757251173257828,,,,,,,,
,5.468646864686468e-08,3314,,,,,,,,,
10,,3314,0.09926387667655945,,,,,,,,
,5.4768976897689764e-08,3319,,,,,,,,,
10,,3319,0.08543851226568222,,,,,,,,
,5.485148514851485e-08,3324,,,,,,,,,
10,,3324,0.08055429905653,,,,,,,,
,5.493399339933993e-08,3329,,,,,,,,,
10,,3329,0.07096423208713531,,,,,,,,
10,,3332,,0.5562499761581421,0.7102040648460388,0.08372189849615097,0.08372189849615097,-0.05190763995051384,0.5612903237342834,0.9666666388511658,0.006463189143687487
,5.501650165016501e-08,3334,,,,,,,,,
11,,3334,0.039958059787750244,,,,,,,,
,5.50990099009901e-08,3339,,,,,,,,,
11,,3339,0.10958275198936462,,,,,,,,
,5.518151815181518e-08,3344,,,,,,,,,
11,,3344,0.06918972730636597,,,,,,,,
,5.526402640264026e-08,3349,,,,,,,,,
11,,3349,0.10682003945112228,,,,,,,,
,5.534653465346534e-08,3354,,,,,,,,,
11,,3354,0.14355164766311646,,,,,,,,
,5.542904290429043e-08,3359,,,,,,,,,
11,,3359,0.04782012850046158,,,,,,,,
,5.551155115511551e-08,3364,,,,,,,,,
11,,3364,0.09040091186761856,,,,,,,,
,5.559405940594059e-08,3369,,,,,,,,,
11,,3369,0.08537705987691879,,,,,,,,
,5.567656765676568e-08,3374,,,,,,,,,
11,,3374,0.078952357172966,,,,,,,,
,5.575907590759076e-08,3379,,,,,,,,,
11,,3379,0.04008034989237785,,,,,,,,
,5.584158415841584e-08,3384,,,,,,,,,
11,,3384,0.11416095495223999,,,,,,,,
,5.5924092409240926e-08,3389,,,,,,,,,
11,,3389,0.08900093287229538,,,,,,,,
,5.6006600660066e-08,3394,,,,,,,,,
11,,3394,0.11066782474517822,,,,,,,,
,5.608910891089109e-08,3399,,,,,,,,,
11,,3399,0.09209105372428894,,,,,,,,
,5.617161716171617e-08,3404,,,,,,,,,
11,,3404,0.0894928127527237,,,,,,,,
,5.625412541254125e-08,3409,,,,,,,,,
11,,3409,0.09917515516281128,,,,,,,,
,5.6336633663366335e-08,3414,,,,,,,,,
11,,3414,0.11160265654325485,,,,,,,,
,5.6419141914191416e-08,3419,,,,,,,,,
11,,3419,0.08812667429447174,,,,,,,,
,5.6501650165016497e-08,3424,,,,,,,,,
11,,3424,0.11749295890331268,,,,,,,,
,5.6584158415841584e-08,3429,,,,,,,,,
11,,3429,0.10407101362943649,,,,,,,,
,5.666666666666666e-08,3434,,,,,,,,,
11,,3434,0.11581569164991379,,,,,,,,
,5.6749174917491745e-08,3439,,,,,,,,,
11,,3439,0.08756723254919052,,,,,,,,
,5.683168316831683e-08,3444,,,,,,,,,
11,,3444,0.05779503658413887,,,,,,,,
,5.6914191419141906e-08,3449,,,,,,,,,
11,,3449,0.09307578951120377,,,,,,,,
,5.6996699669966994e-08,3454,,,,,,,,,
11,,3454,0.1489795446395874,,,,,,,,
,5.707920792079208e-08,3459,,,,,,,,,
11,,3459,0.09519156068563461,,,,,,,,
,5.7161716171617155e-08,3464,,,,,,,,,
11,,3464,0.06621135771274567,,,,,,,,
,5.724422442244224e-08,3469,,,,,,,,,
11,,3469,0.08737218379974365,,,,,,,,
,5.732673267326733e-08,3474,,,,,,,,,
11,,3474,0.07458548992872238,,,,,,,,
,5.7409240924092403e-08,3479,,,,,,,,,
11,,3479,0.08016610890626907,,,,,,,,
,5.749174917491749e-08,3484,,,,,,,,,
11,,3484,0.1370093673467636,,,,,,,,
,5.757425742574257e-08,3489,,,,,,,,,
11,,3489,0.04796309769153595,,,,,,,,
,5.765676567656765e-08,3494,,,,,,,,,
11,,3494,0.08953157812356949,,,,,,,,
,5.773927392739274e-08,3499,,,,,,,,,
11,,3499,0.0703204870223999,,,,,,,,
,5.782178217821782e-08,3504,,,,,,,,,
11,,3504,0.0895678773522377,,,,,,,,
,5.79042904290429e-08,3509,,,,,,,,,
11,,3509,0.09877554327249527,,,,,,,,
,5.798679867986799e-08,3514,,,,,,,,,
11,,3514,0.03892206400632858,,,,,,,,
,5.806930693069307e-08,3519,,,,,,,,,
11,,3519,0.11251754313707352,,,,,,,,
,5.815181518151815e-08,3524,,,,,,,,,
11,,3524,0.09483351558446884,,,,,,,,
,5.823432343234323e-08,3529,,,,,,,,,
11,,3529,0.12059491872787476,,,,,,,,
,5.831683168316832e-08,3534,,,,,,,,,
11,,3534,0.100367970764637,,,,,,,,
,5.83993399339934e-08,3539,,,,,,,,,
11,,3539,0.0605086088180542,,,,,,,,
,5.848184818481848e-08,3544,,,,,,,,,
11,,3544,0.024182675406336784,,,,,,,,
,5.8564356435643565e-08,3549,,,,,,,,,
11,,3549,0.10288291424512863,,,,,,,,
,5.8646864686468646e-08,3554,,,,,,,,,
11,,3554,0.0649300366640091,,,,,,,,
,5.8729372937293727e-08,3559,,,,,,,,,
11,,3559,0.0765133798122406,,,,,,,,
,5.881188118811881e-08,3564,,,,,,,,,
11,,3564,0.041282087564468384,,,,,,,,
,5.889438943894389e-08,3569,,,,,,,,,
11,,3569,0.061851028352975845,,,,,,,,
,5.8976897689768975e-08,3574,,,,,,,,,
11,,3574,0.05793730914592743,,,,,,,,
,5.9059405940594056e-08,3579,,,,,,,,,
11,,3579,0.09194178879261017,,,,,,,,
,5.9141914191419136e-08,3584,,,,,,,,,
11,,3584,0.13213077187538147,,,,,,,,
,5.9224422442244224e-08,3589,,,,,,,,,
11,,3589,0.1348528116941452,,,,,,,,
,5.9306930693069304e-08,3594,,,,,,,,,
11,,3594,0.09020671993494034,,,,,,,,
,5.9389438943894385e-08,3599,,,,,,,,,
11,,3599,0.07796213030815125,,,,,,,,
,5.947194719471947e-08,3604,,,,,,,,,
11,,3604,0.0928928405046463,,,,,,,,
,5.9554455445544546e-08,3609,,,,,,,,,
11,,3609,0.0736173540353775,,,,,,,,
,5.963696369636964e-08,3614,,,,,,,,,
11,,3614,0.08396130055189133,,,,,,,,
,5.971947194719472e-08,3619,,,,,,,,,
11,,3619,0.039672933518886566,,,,,,,,
,5.98019801980198e-08,3624,,,,,,,,,
11,,3624,0.0891665369272232,,,,,,,,
,5.988448844884488e-08,3629,,,,,,,,,
11,,3629,0.0572550967335701,,,,,,,,
,5.996699669966996e-08,3634,,,,,,,,,
11,,3634,0.11119453608989716,,,,,,,,
11,,3635,,0.5625,0.7200000286102295,0.0836772471666336,0.0836772471666336,-0.05762551724910736,0.5625,1.0,-0.005398336332291365
,6.004950495049504e-08,3639,,,,,,,,,
12,,3639,0.09066431224346161,,,,,,,,
,6.013201320132012e-08,3644,,,,,,,,,
12,,3644,0.15580175817012787,,,,,,,,
,6.021452145214522e-08,3649,,,,,,,,,
12,,3649,0.028552399948239326,,,,,,,,
,6.02970297029703e-08,3654,,,,,,,,,
12,,3654,0.1157006025314331,,,,,,,,
,6.037953795379538e-08,3659,,,,,,,,,
12,,3659,0.028266092762351036,,,,,,,,
,6.046204620462046e-08,3664,,,,,,,,,
12,,3664,0.07911184430122375,,,,,,,,
,6.054455445544554e-08,3669,,,,,,,,,
12,,3669,0.09152994304895401,,,,,,,,
,6.062706270627062e-08,3674,,,,,,,,,
12,,3674,0.09064651280641556,,,,,,,,
,6.070957095709571e-08,3679,,,,,,,,,
12,,3679,0.10784780979156494,,,,,,,,
,6.079207920792078e-08,3684,,,,,,,,,
12,,3684,0.07477472722530365,,,,,,,,
,6.087458745874588e-08,3689,,,,,,,,,
12,,3689,0.08092518150806427,,,,,,,,
,6.095709570957096e-08,3694,,,,,,,,,
12,,3694,0.07733184844255447,,,,,,,,
,6.103960396039604e-08,3699,,,,,,,,,
12,,3699,0.11429961025714874,,,,,,,,
,6.112211221122112e-08,3704,,,,,,,,,
12,,3704,0.11478706449270248,,,,,,,,
,6.12046204620462e-08,3709,,,,,,,,,
12,,3709,0.05972754955291748,,,,,,,,
,6.128712871287128e-08,3714,,,,,,,,,
12,,3714,0.1182132288813591,,,,,,,,
,6.136963696369637e-08,3719,,,,,,,,,
12,,3719,0.0763893574476242,,,,,,,,
,6.145214521452144e-08,3724,,,,,,,,,
12,,3724,0.03233518451452255,,,,,,,,
,6.153465346534653e-08,3729,,,,,,,,,
12,,3729,0.12552867829799652,,,,,,,,
,6.161716171617161e-08,3734,,,,,,,,,
12,,3734,0.11747434735298157,,,,,,,,
,6.16996699669967e-08,3739,,,,,,,,,
12,,3739,0.06217902526259422,,,,,,,,
,6.178217821782178e-08,3744,,,,,,,,,
12,,3744,0.07020913064479828,,,,,,,,
,6.186468646864687e-08,3749,,,,,,,,,
12,,3749,0.05801834166049957,,,,,,,,
,6.194719471947194e-08,3754,,,,,,,,,
12,,3754,0.08545777946710587,,,,,,,,
,6.202970297029703e-08,3759,,,,,,,,,
12,,3759,0.04630150645971298,,,,,,,,
,6.211221122112211e-08,3764,,,,,,,,,
12,,3764,0.05967167392373085,,,,,,,,
,6.219471947194719e-08,3769,,,,,,,,,
12,,3769,0.0877922922372818,,,,,,,,
,6.227722772277227e-08,3774,,,,,,,,,
12,,3774,0.06734514981508255,,,,,,,,
,6.235973597359735e-08,3779,,,,,,,,,
12,,3779,0.08316728472709656,,,,,,,,
,6.244224422442243e-08,3784,,,,,,,,,
12,,3784,0.09426261484622955,,,,,,,,
,6.252475247524753e-08,3789,,,,,,,,,
12,,3789,0.06082896143198013,,,,,,,,
,6.26072607260726e-08,3794,,,,,,,,,
12,,3794,0.08856309950351715,,,,,,,,
,6.268976897689769e-08,3799,,,,,,,,,
12,,3799,0.06912557035684586,,,,,,,,
,6.277227722772277e-08,3804,,,,,,,,,
12,,3804,0.11249174177646637,,,,,,,,
,6.285478547854785e-08,3809,,,,,,,,,
12,,3809,0.07826728373765945,,,,,,,,
,6.293729372937294e-08,3814,,,,,,,,,
12,,3814,0.12557421624660492,,,,,,,,
,6.301980198019801e-08,3819,,,,,,,,,
12,,3819,0.12967506051063538,,,,,,,,
,6.310231023102309e-08,3824,,,,,,,,,
12,,3824,0.059477370232343674,,,,,,,,
,6.318481848184819e-08,3829,,,,,,,,,
12,,3829,0.10180727392435074,,,,,,,,
,6.326732673267327e-08,3834,,,,,,,,,
12,,3834,0.10759446769952774,,,,,,,,
,6.334983498349835e-08,3839,,,,,,,,,
12,,3839,0.08529729396104813,,,,,,,,
,6.343234323432344e-08,3844,,,,,,,,,
12,,3844,0.05655675753951073,,,,,,,,
,6.351485148514851e-08,3849,,,,,,,,,
12,,3849,0.07590456306934357,,,,,,,,
,6.359735973597359e-08,3854,,,,,,,,,
12,,3854,0.0783747211098671,,,,,,,,
,6.367986798679868e-08,3859,,,,,,,,,
12,,3859,0.09110481292009354,,,,,,,,
,6.376237623762376e-08,3864,,,,,,,,,
12,,3864,0.09980252385139465,,,,,,,,
,6.384488448844884e-08,3869,,,,,,,,,
12,,3869,0.036448847502470016,,,,,,,,
,6.392739273927393e-08,3874,,,,,,,,,
12,,3874,0.09294760227203369,,,,,,,,
,6.4009900990099e-08,3879,,,,,,,,,
12,,3879,0.1626363843679428,,,,,,,,
,6.409240924092409e-08,3884,,,,,,,,,
12,,3884,0.05772344395518303,,,,,,,,
,6.417491749174918e-08,3889,,,,,,,,,
12,,3889,0.05264672636985779,,,,,,,,
,6.425742574257426e-08,3894,,,,,,,,,
12,,3894,0.10544328391551971,,,,,,,,
,6.433993399339933e-08,3899,,,,,,,,,
12,,3899,0.10189904272556305,,,,,,,,
,6.442244224422442e-08,3904,,,,,,,,,
12,,3904,0.07642261683940887,,,,,,,,
,6.45049504950495e-08,3909,,,,,,,,,
12,,3909,0.11516818404197693,,,,,,,,
,6.458745874587458e-08,3914,,,,,,,,,
12,,3914,0.07815507799386978,,,,,,,,
,6.466996699669968e-08,3919,,,,,,,,,
12,,3919,0.0938374400138855,,,,,,,,
,6.475247524752476e-08,3924,,,,,,,,,
12,,3924,0.10033907741308212,,,,,,,,
,6.483498349834983e-08,3929,,,,,,,,,
12,,3929,0.09234881401062012,,,,,,,,
,6.491749174917492e-08,3934,,,,,,,,,
12,,3934,0.08096244186162949,,,,,,,,
12,,3938,,0.5625,0.7200000286102295,0.08362747728824615,0.08362747728824615,-0.057633668184280396,0.5625,1.0,-0.016544094309210777
,6.5e-08,3939,,,,,,,,,
13,,3939,0.0850967988371849,,,,,,,,
,6.508250825082508e-08,3944,,,,,,,,,
13,,3944,0.044092949479818344,,,,,,,,
,6.516501650165016e-08,3949,,,,,,,,,
13,,3949,0.10292128473520279,,,,,,,,
,6.524752475247524e-08,3954,,,,,,,,,
13,,3954,0.06080329790711403,,,,,,,,
,6.533003300330032e-08,3959,,,,,,,,,
13,,3959,0.08383162319660187,,,,,,,,
,6.54125412541254e-08,3964,,,,,,,,,
13,,3964,0.07787304371595383,,,,,,,,
,6.54950495049505e-08,3969,,,,,,,,,
13,,3969,0.11681326478719711,,,,,,,,
,6.557755775577558e-08,3974,,,,,,,,,
13,,3974,0.013747001998126507,,,,,,,,
,6.566006600660064e-08,3979,,,,,,,,,
13,,3979,0.14073672890663147,,,,,,,,
,6.574257425742574e-08,3984,,,,,,,,,
13,,3984,0.11714522540569305,,,,,,,,
,6.582508250825082e-08,3989,,,,,,,,,
13,,3989,0.05675211548805237,,,,,,,,
,6.59075907590759e-08,3994,,,,,,,,,
13,,3994,0.04376402124762535,,,,,,,,
,6.5990099009901e-08,3999,,,,,,,,,
13,,3999,0.09321294724941254,,,,,,,,
,6.607260726072607e-08,4004,,,,,,,,,
13,,4004,0.0657215416431427,,,,,,,,
,6.615511551155114e-08,4009,,,,,,,,,
13,,4009,0.09182079136371613,,,,,,,,
,6.623762376237624e-08,4014,,,,,,,,,
13,,4014,0.07653118669986725,,,,,,,,
,6.632013201320132e-08,4019,,,,,,,,,
13,,4019,0.09694645553827286,,,,,,,,
,6.64026402640264e-08,4024,,,,,,,,,
13,,4024,0.05216558650135994,,,,,,,,
,6.648514851485149e-08,4029,,,,,,,,,
13,,4029,0.07270058989524841,,,,,,,,
,6.656765676567656e-08,4034,,,,,,,,,
13,,4034,0.09714771062135696,,,,,,,,
,6.665016501650164e-08,4039,,,,,,,,,
13,,4039,0.049222901463508606,,,,,,,,
,6.673267326732673e-08,4044,,,,,,,,,
13,,4044,0.03387515991926193,,,,,,,,
,6.681518151815181e-08,4049,,,,,,,,,
13,,4049,0.12099291384220123,,,,,,,,
,6.68976897689769e-08,4054,,,,,,,,,
13,,4054,0.06699316203594208,,,,,,,,
,6.698019801980199e-08,4059,,,,,,,,,
13,,4059,0.07121866941452026,,,,,,,,
,6.706270627062706e-08,4064,,,,,,,,,
13,,4064,0.08772897720336914,,,,,,,,
,6.714521452145214e-08,4069,,,,,,,,,
13,,4069,0.11708106100559235,,,,,,,,
,6.722772277227723e-08,4074,,,,,,,,,
13,,4074,0.07503757625818253,,,,,,,,
,6.731023102310231e-08,4079,,,,,,,,,
13,,4079,0.07784158736467361,,,,,,,,
,6.739273927392739e-08,4084,,,,,,,,,
13,,4084,0.06855223327875137,,,,,,,,
,6.747524752475247e-08,4089,,,,,,,,,
13,,4089,0.04592953622341156,,,,,,,,
,6.755775577557755e-08,4094,,,,,,,,,
13,,4094,0.09360944479703903,,,,,,,,
,6.764026402640263e-08,4099,,,,,,,,,
13,,4099,0.10882771760225296,,,,,,,,
,6.772277227722773e-08,4104,,,,,,,,,
13,,4104,0.10617294907569885,,,,,,,,
,6.780528052805281e-08,4109,,,,,,,,,
13,,4109,0.08333475142717361,,,,,,,,
,6.788778877887787e-08,4114,,,,,,,,,
13,,4114,0.08283920586109161,,,,,,,,
,6.797029702970297e-08,4119,,,,,,,,,
13,,4119,0.06161137670278549,,,,,,,,
,6.805280528052805e-08,4124,,,,,,,,,
13,,4124,0.06020709499716759,,,,,,,,
,6.813531353135313e-08,4129,,,,,,,,,
13,,4129,0.0436641201376915,,,,,,,,
,6.821782178217822e-08,4134,,,,,,,,,
13,,4134,0.053353819996118546,,,,,,,,
,6.83003300330033e-08,4139,,,,,,,,,
13,,4139,0.07944673299789429,,,,,,,,
,6.838283828382837e-08,4144,,,,,,,,,
13,,4144,0.18217194080352783,,,,,,,,
,6.846534653465347e-08,4149,,,,,,,,,
13,,4149,0.09921584278345108,,,,,,,,
,6.854785478547855e-08,4154,,,,,,,,,
13,,4154,0.07525498420000076,,,,,,,,
,6.863036303630363e-08,4159,,,,,,,,,
13,,4159,0.11596331745386124,,,,,,,,
,6.871287128712872e-08,4164,,,,,,,,,
13,,4164,0.1142519935965538,,,,,,,,
,6.879537953795379e-08,4169,,,,,,,,,
13,,4169,0.09741617739200592,,,,,,,,
,6.887788778877887e-08,4174,,,,,,,,,
13,,4174,0.0958038717508316,,,,,,,,
,6.896039603960396e-08,4179,,,,,,,,,
13,,4179,0.07817614078521729,,,,,,,,
,6.904290429042904e-08,4184,,,,,,,,,
13,,4184,0.07505935430526733,,,,,,,,
,6.912541254125412e-08,4189,,,,,,,,,
13,,4189,0.03414851799607277,,,,,,,,
,6.92079207920792e-08,4194,,,,,,,,,
13,,4194,0.05824700742959976,,,,,,,,
,6.929042904290428e-08,4199,,,,,,,,,
13,,4199,0.09898775815963745,,,,,,,,
,6.937293729372937e-08,4204,,,,,,,,,
13,,4204,0.1283675730228424,,,,,,,,
,6.945544554455446e-08,4209,,,,,,,,,
13,,4209,0.09559252113103867,,,,,,,,
,6.953795379537954e-08,4214,,,,,,,,,
13,,4214,0.09171672910451889,,,,,,,,
,6.962046204620462e-08,4219,,,,,,,,,
13,,4219,0.09957287460565567,,,,,,,,
,6.97029702970297e-08,4224,,,,,,,,,
13,,4224,0.05273212864995003,,,,,,,,
,6.978547854785478e-08,4229,,,,,,,,,
13,,4229,0.08268695324659348,,,,,,,,
,6.986798679867986e-08,4234,,,,,,,,,
13,,4234,0.05766336992383003,,,,,,,,
,6.995049504950496e-08,4239,,,,,,,,,
13,,4239,0.04156339541077614,,,,,,,,
13,,4241,,0.5625,0.7200000286102295,0.08358974754810333,0.08358974754810333,-0.057358600199222565,0.5625,1.0,-0.0269154105335474
,7.003300330033004e-08,4244,,,,,,,,,
14,,4244,0.1219116821885109,,,,,,,,
,7.01155115511551e-08,4249,,,,,,,,,
14,,4249,0.03227650374174118,,,,,,,,
,7.01980198019802e-08,4254,,,,,,,,,
14,,4254,0.08555321395397186,,,,,,,,
,7.028052805280528e-08,4259,,,,,,,,,
14,,4259,0.06198088452219963,,,,,,,,
,7.036303630363036e-08,4264,,,,,,,,,
14,,4264,0.07204625010490417,,,,,,,,
,7.044554455445544e-08,4269,,,,,,,,,
14,,4269,0.044862668961286545,,,,,,,,
,7.052805280528052e-08,4274,,,,,,,,,
14,,4274,0.0660456120967865,,,,,,,,
,7.06105610561056e-08,4279,,,,,,,,,
14,,4279,0.09591160714626312,,,,,,,,
,7.069306930693068e-08,4284,,,,,,,,,
14,,4284,0.09646512567996979,,,,,,,,
,7.077557755775578e-08,4289,,,,,,,,,
14,,4289,0.05209793150424957,,,,,,,,
,7.085808580858086e-08,4294,,,,,,,,,
14,,4294,0.09169226139783859,,,,,,,,
,7.094059405940594e-08,4299,,,,,,,,,
14,,4299,0.04689846932888031,,,,,,,,
,7.102310231023102e-08,4304,,,,,,,,,
14,,4304,0.08656769245862961,,,,,,,,
,7.11056105610561e-08,4309,,,,,,,,,
14,,4309,0.06227048113942146,,,,,,,,
,7.118811881188118e-08,4314,,,,,,,,,
14,,4314,0.10830303281545639,,,,,,,,
,7.127062706270627e-08,4319,,,,,,,,,
14,,4319,0.14704692363739014,,,,,,,,
,7.135313531353135e-08,4324,,,,,,,,,
14,,4324,0.09952091425657272,,,,,,,,
,7.143564356435642e-08,4329,,,,,,,,,
14,,4329,0.07373373210430145,,,,,,,,
,7.151815181518151e-08,4334,,,,,,,,,
14,,4334,0.04268079251050949,,,,,,,,
,7.16006600660066e-08,4339,,,,,,,,,
14,,4339,0.08726878464221954,,,,,,,,
,7.168316831683168e-08,4344,,,,,,,,,
14,,4344,0.10879393666982651,,,,,,,,
,7.176567656765677e-08,4349,,,,,,,,,
14,,4349,0.06438951939344406,,,,,,,,
,7.184818481848185e-08,4354,,,,,,,,,
14,,4354,0.05524519458413124,,,,,,,,
,7.193069306930692e-08,4359,,,,,,,,,
14,,4359,0.03592628613114357,,,,,,,,
,7.201320132013201e-08,4364,,,,,,,,,
14,,4364,0.12541857361793518,,,,,,,,
,7.209570957095709e-08,4369,,,,,,,,,
14,,4369,0.11107233166694641,,,,,,,,
,7.217821782178217e-08,4374,,,,,,,,,
14,,4374,0.11298820376396179,,,,,,,,
,7.226072607260727e-08,4379,,,,,,,,,
14,,4379,0.06260067969560623,,,,,,,,
,7.234323432343233e-08,4384,,,,,,,,,
14,,4384,0.10855889320373535,,,,,,,,
,7.242574257425741e-08,4389,,,,,,,,,
14,,4389,0.13119931519031525,,,,,,,,
,7.250825082508251e-08,4394,,,,,,,,,
14,,4394,0.11072525382041931,,,,,,,,
,7.259075907590759e-08,4399,,,,,,,,,
14,,4399,0.04380592703819275,,,,,,,,
,7.267326732673267e-08,4404,,,,,,,,,
